Zipcodes,Date,Online Available,Pharmacy,Store Sales,Median Income,Population
90638,6/1/2015,1,1,154119,44529,31411
90638,7/1/2015,1,1,128300,44529,31411
90638,8/1/2015,1,1,128300,44529,31411
90638,9/1/2015,1,1,152562,44529,31411
90638,10/1/2015,1,1,122528,44529,31411
90638,11/1/2015,1,1,117770,44529,31411
90638,12/1/2015,1,1,160346,44529,31411
90638,1/1/2016,1,1,147798,44529,31411
90638,2/1/2016,1,1,153996,44529,31411
90638,3/1/2016,1,1,161334,44529,31411
90638,4/1/2016,1,1,166423,44529,31411
90638,5/1/2016,1,1,150763,44529,31411
90638,6/1/2016,1,1,148749,44529,31411
90638,7/1/2016,1,1,150849,44529,31411
90638,8/1/2016,1,1,142020,44529,31411
90638,9/1/2016,1,1,156839,44529,31411
90638,10/1/2016,1,1,140078,44529,31411
90638,11/1/2016,1,1,134560,44529,31411
90638,12/1/2016,1,1,119556,44529,31411
90650,1/1/2015,0,0,235144,32471,65076
90650,2/1/2015,0,0,209068,32471,65076
90650,3/1/2015,0,0,166025,32471,65076
90650,4/1/2015,0,0,221578,32471,65076
90650,5/1/2015,0,0,171540,32471,65076
90650,6/1/2015,0,0,213168,32471,65076
90650,7/1/2015,0,0,217690,32471,65076
90650,8/1/2015,0,0,206765,32471,65076
90650,9/1/2015,0,0,225719,32471,65076
90650,10/1/2015,0,0,202940,32471,65076
90650,11/1/2015,0,0,210970,32471,65076
90650,12/1/2015,0,0,181725,32471,65076
90650,1/1/2016,0,0,224092,32471,65076
90650,2/1/2016,0,0,215365,32471,65076
90650,3/1/2016,0,0,206765,32471,65076
90650,4/1/2016,0,0,183542,32471,65076
90650,5/1/2016,0,0,181408,32471,65076
90650,6/1/2016,0,0,175006,32471,65076
90650,7/1/2016,0,0,204758,32471,65076
90650,8/1/2016,0,0,182232,32471,65076
90650,9/1/2016,0,0,200827,32471,65076
90650,10/1/2016,0,0,198735,32471,65076
90650,11/1/2016,0,0,192713,32471,65076
90650,12/1/2016,0,0,198630,32471,65076
90660,1/1/2015,0,1,138238,30924,39744
90660,2/1/2015,0,1,133631,30924,39744
90660,3/1/2015,0,1,130185,30924,39744
90660,4/1/2015,0,1,102982,30924,39744
90660,5/1/2015,0,1,103240,30924,39744
90660,6/1/2015,0,1,135579,30924,39744
90660,7/1/2015,0,1,128933,30924,39744
90660,8/1/2015,0,1,113912,30924,39744
90660,9/1/2015,0,1,128843,30924,39744
90660,10/1/2015,0,1,100142,30924,39744
90660,11/1/2015,0,1,122675,30924,39744
90660,12/1/2015,0,1,112557,30924,39744
90660,1/1/2016,0,1,111499,30924,39744
90660,2/1/2016,0,1,107318,30924,39744
90660,3/1/2016,0,1,99304,30924,39744
90660,4/1/2016,0,1,142161,30924,39744
90660,5/1/2016,0,1,107666,30924,39744
90660,6/1/2016,0,1,126365,30924,39744
90660,7/1/2016,0,1,111499,30924,39744
90660,8/1/2016,0,1,143477,30924,39744
90660,9/1/2016,0,1,136857,30924,39744
90660,10/1/2016,0,1,137980,30924,39744
90660,11/1/2016,0,1,108763,30924,39744
90660,12/1/2016,0,1,106543,30924,39744
90703,1/1/2015,0,1,141888,46942,34467
90703,2/1/2015,0,1,150994,46942,34467
90703,3/1/2015,0,1,136774,46942,34467
90703,4/1/2015,0,1,133954,46942,34467
90703,5/1/2015,0,1,164788,46942,34467
90703,6/1/2015,0,1,183730,46942,34467
90703,7/1/2015,0,1,168152,46942,34467
90703,8/1/2015,0,1,157857,46942,34467
90703,9/1/2015,0,1,145557,46942,34467
90703,10/1/2015,0,1,162733,46942,34467
90703,11/1/2015,0,1,164720,46942,34467
90703,12/1/2015,0,1,144844,46942,34467
90703,1/1/2016,0,1,163140,46942,34467
90703,2/1/2016,0,1,164618,46942,34467
90703,3/1/2016,0,1,154901,46942,34467
90703,4/1/2016,0,1,183476,46942,34467
90703,5/1/2016,0,1,188742,46942,34467
90703,6/1/2016,0,1,157857,46942,34467
90703,7/1/2016,0,1,141344,46942,34467
90703,8/1/2016,0,1,183747,46942,34467
90703,9/1/2016,0,1,153712,46942,34467
90703,10/1/2016,0,1,151367,46942,34467
90703,11/1/2016,0,1,179398,46942,34467
90703,12/1/2016,0,1,176731,46942,34467
90706,1/1/2015,0,0,126368,32218,45608
90706,2/1/2015,0,0,149658,32218,45608
90706,3/1/2015,0,0,163368,32218,45608
90706,4/1/2015,0,0,139240,32218,45608
90706,5/1/2015,0,0,139652,32218,45608
90706,6/1/2015,0,0,143884,32218,45608
90706,7/1/2015,0,0,133715,32218,45608
90706,8/1/2015,0,0,161634,32218,45608
90706,9/1/2015,0,0,138197,32218,45608
90706,10/1/2015,0,0,146881,32218,45608
90706,11/1/2015,0,0,134700,32218,45608
90706,12/1/2015,0,0,121402,32218,45608
90706,1/1/2016,0,0,136830,32218,45608
90706,2/1/2016,0,0,145177,32218,45608
90706,3/1/2016,0,0,120740,32218,45608
90706,4/1/2016,0,0,122592,32218,45608
90706,5/1/2016,0,0,115451,32218,45608
90706,6/1/2016,0,0,132687,32218,45608
90706,7/1/2016,0,0,148409,32218,45608
90706,8/1/2016,0,0,158930,32218,45608
90706,9/1/2016,0,0,143648,32218,45608
90706,10/1/2016,0,0,149835,32218,45608
90706,11/1/2016,0,0,142532,32218,45608
90706,12/1/2016,0,0,142385,32218,45608
90723,1/1/2015,0,1,85763,24838,30197
90723,2/1/2015,0,1,74769,24838,30197
90723,3/1/2015,0,1,74068,24838,30197
90723,4/1/2015,0,1,75509,24838,30197
90723,5/1/2015,0,1,65523,24838,30197
90723,6/1/2015,0,1,74847,24838,30197
90723,7/1/2015,0,1,90960,24838,30197
90723,8/1/2015,0,1,80336,24838,30197
90723,9/1/2015,0,1,73319,24838,30197
90723,10/1/2015,0,1,75249,24838,30197
90723,11/1/2015,0,1,67145,24838,30197
90723,12/1/2015,0,1,61349,24838,30197
90723,1/1/2016,0,1,80305,24838,30197
90723,2/1/2016,0,1,73816,24838,30197
90723,3/1/2016,0,1,75603,24838,30197
90723,4/1/2016,0,1,74706,24838,30197
90723,5/1/2016,0,1,64058,24838,30197
90723,6/1/2016,0,1,68799,24838,30197
90723,7/1/2016,0,1,83550,24838,30197
90723,8/1/2016,0,1,73178,24838,30197
90723,9/1/2016,0,1,66460,24838,30197
90723,10/1/2016,0,1,80053,24838,30197
90723,11/1/2016,0,1,74068,24838,30197
90723,12/1/2016,0,1,75509,24838,30197
90731,1/1/2015,0,0,109088,34099,38470
90731,2/1/2015,0,0,145845,34099,38470
90731,3/1/2015,0,0,128516,34099,38470
90731,4/1/2015,0,0,105927,34099,38470
90731,5/1/2015,0,0,101795,34099,38470
90731,6/1/2015,0,0,110190,34099,38470
90731,7/1/2015,0,0,112394,34099,38470
90731,8/1/2015,0,0,124699,34099,38470
90731,9/1/2015,0,0,133606,34099,38470
90731,10/1/2015,0,0,132412,34099,38470
90731,11/1/2015,0,0,118179,34099,38470
90731,12/1/2015,0,0,104523,34099,38470
90731,1/1/2016,0,0,132464,34099,38470
90731,2/1/2016,0,0,103894,34099,38470
90731,3/1/2016,0,0,138840,34099,38470
90731,4/1/2016,0,0,128555,34099,38470
90731,5/1/2016,0,0,110702,34099,38470
90731,6/1/2016,0,0,132412,34099,38470
90731,7/1/2016,0,0,105415,34099,38470
90731,8/1/2016,0,0,119832,34099,38470
90731,9/1/2016,0,0,117116,34099,38470
90731,10/1/2016,0,0,129867,34099,38470
90731,11/1/2016,0,0,131126,34099,38470
90731,12/1/2016,0,0,140256,34099,38470
90745,1/1/2015,0,1,107536,32502,37674
90745,2/1/2015,0,1,101018,32502,37674
90745,3/1/2015,0,1,140013,32502,37674
90745,4/1/2015,0,1,116999,32502,37674
90745,5/1/2015,0,1,126012,32502,37674
90745,6/1/2015,0,1,143073,32502,37674
90745,7/1/2015,0,1,137725,32502,37674
90745,8/1/2015,0,1,131103,32502,37674
90745,9/1/2015,0,1,134356,32502,37674
90745,10/1/2015,0,1,140013,32502,37674
90745,11/1/2015,0,1,133752,32502,37674
90745,12/1/2015,0,1,104579,32502,37674
90745,1/1/2016,0,1,111149,32502,37674
90745,2/1/2016,0,1,137339,32502,37674
90745,3/1/2016,0,1,101018,32502,37674
90745,4/1/2016,0,1,112319,32502,37674
90745,5/1/2016,0,1,123466,32502,37674
90745,6/1/2016,0,1,137339,32502,37674
90745,7/1/2016,0,1,102445,32502,37674
90745,8/1/2016,0,1,130949,32502,37674
90745,9/1/2016,0,1,122219,32502,37674
90745,10/1/2016,0,1,110699,32502,37674
90745,11/1/2016,0,1,113283,32502,37674
90745,12/1/2016,0,1,120509,32502,37674
90805,1/1/2015,0,1,131928,27730,52261
90805,2/1/2015,0,1,142929,27730,52261
90805,3/1/2015,0,1,138319,27730,52261
90805,4/1/2015,0,1,130634,27730,52261
90805,5/1/2015,0,1,130010,27730,52261
90805,6/1/2015,0,1,151922,27730,52261
90805,7/1/2015,0,1,150340,27730,52261
90805,8/1/2015,0,1,152029,27730,52261
90805,9/1/2015,0,1,151785,27730,52261
90805,10/1/2015,0,1,140175,27730,52261
90805,11/1/2015,0,1,161417,27730,52261
90805,12/1/2015,0,1,145592,27730,52261
90805,1/1/2016,0,1,126024,27730,52261
90805,2/1/2016,0,1,120515,27730,52261
90805,3/1/2016,0,1,159774,27730,52261
90805,4/1/2016,0,1,131928,27730,52261
90805,5/1/2016,0,1,150461,27730,52261
90805,6/1/2016,0,1,154981,27730,52261
90805,7/1/2016,0,1,152029,27730,52261
90805,8/1/2016,0,1,144649,27730,52261
90805,9/1/2016,0,1,150553,27730,52261
90805,10/1/2016,0,1,164446,27730,52261
90805,11/1/2016,0,1,152151,27730,52261
90805,12/1/2016,0,1,141514,27730,52261
90813,1/1/2015,0,0,56897,19994,32068
90813,2/1/2015,0,0,51806,19994,32068
90813,3/1/2015,0,0,56012,19994,32068
90813,4/1/2015,0,0,52685,19994,32068
90813,5/1/2015,0,0,56038,19994,32068
90813,6/1/2015,0,0,66393,19994,32068
90813,7/1/2015,0,0,53954,19994,32068
90813,8/1/2015,0,0,65175,19994,32068
90813,9/1/2015,0,0,66547,19994,32068
90813,10/1/2015,0,0,52050,19994,32068
90813,11/1/2015,0,0,64059,19994,32068
90813,12/1/2015,0,0,61417,19994,32068
90813,1/1/2016,0,0,69887,19994,32068
90813,2/1/2016,0,0,51415,19994,32068
90813,3/1/2016,0,0,64110,19994,32068
90813,4/1/2016,0,0,52319,19994,32068
90813,5/1/2016,0,0,64758,19994,32068
90813,6/1/2016,0,0,66547,19994,32068
90813,7/1/2016,0,0,50556,19994,32068
90813,8/1/2016,0,0,58571,19994,32068
90813,9/1/2016,0,0,60937,19994,32068
90813,10/1/2016,0,0,54935,19994,32068
90813,11/1/2016,0,0,58346,19994,32068
90813,12/1/2016,0,0,60302,19994,32068
91304,1/1/2015,0,1,118220,31662,34945
91304,2/1/2015,0,1,96774,31662,34945
91304,3/1/2015,0,1,120868,31662,34945
91304,4/1/2015,0,1,102083,31662,34945
91304,5/1/2015,0,1,99736,31662,34945
91304,6/1/2015,0,1,105812,31662,34945
91304,7/1/2015,0,1,112225,31662,34945
91304,8/1/2015,0,1,121705,31662,34945
91304,9/1/2015,0,1,101421,31662,34945
91304,10/1/2015,0,1,113863,31662,34945
91304,11/1/2015,0,1,96658,31662,34945
91304,12/1/2015,0,1,90338,31662,34945
91304,1/1/2016,0,1,95461,31662,34945
91304,2/1/2016,0,1,98749,31662,34945
91304,3/1/2016,0,1,112713,31662,34945
91304,4/1/2016,0,1,111563,31662,34945
91304,5/1/2016,0,1,101328,31662,34945
91304,6/1/2016,0,1,116070,31662,34945
91304,7/1/2016,0,1,96658,31662,34945
91304,8/1/2016,0,1,129303,31662,34945
91304,9/1/2016,0,1,111563,31662,34945
91304,10/1/2016,0,1,117337,31662,34945
91304,11/1/2016,0,1,125550,31662,34945
91304,12/1/2016,0,1,116070,31662,34945
91306,1/1/2015,0,0,86612,30525,30655
91306,2/1/2015,0,0,94323,30525,30655
91306,3/1/2015,0,0,83852,30525,30655
91306,4/1/2015,0,0,98029,30525,30655
91306,5/1/2015,0,0,80175,30525,30655
91306,6/1/2015,0,0,84451,30525,30655
91306,7/1/2015,0,0,76890,30525,30655
91306,8/1/2015,0,0,104990,30525,30655
91306,9/1/2015,0,0,97121,30525,30655
91306,10/1/2015,0,0,76890,30525,30655
91306,11/1/2015,0,0,82448,30525,30655
91306,12/1/2015,0,0,102165,30525,30655
91306,1/1/2016,0,0,101996,30525,30655
91306,2/1/2016,0,0,84217,30525,30655
91306,3/1/2016,0,0,89831,30525,30655
91306,4/1/2016,0,0,76113,30525,30655
91306,5/1/2016,0,0,105131,30525,30655
91306,6/1/2016,0,0,96007,30525,30655
91306,7/1/2016,0,0,88559,30525,30655
91306,8/1/2016,0,0,92526,30525,30655
91306,9/1/2016,0,0,92358,30525,30655
91306,10/1/2016,0,0,86949,30525,30655
91306,11/1/2016,0,0,98936,30525,30655
91306,12/1/2016,0,0,97317,30525,30655
91331,1/1/2015,0,1,152122,24297,56821
91331,2/1/2015,0,1,139090,24297,56821
91331,3/1/2015,0,1,133944,24297,56821
91331,4/1/2015,0,1,149165,24297,56821
91331,5/1/2015,0,1,149252,24297,56821
91331,6/1/2015,0,1,149339,24297,56821
91331,7/1/2015,0,1,131595,24297,56821
91331,8/1/2015,0,1,125130,24297,56821
91331,9/1/2015,0,1,149339,24297,56821
91331,10/1/2015,0,1,159819,24297,56821
91331,11/1/2015,0,1,155195,24297,56821
91331,12/1/2015,0,1,124855,24297,56821
91331,1/1/2016,0,1,156659,24297,56821
91331,2/1/2016,0,1,152296,24297,56821
91331,3/1/2016,0,1,143424,24297,56821
91331,4/1/2016,0,1,140641,24297,56821
91331,5/1/2016,0,1,153775,24297,56821
91331,6/1/2016,0,1,144830,24297,56821
91331,7/1/2016,0,1,124202,24297,56821
91331,8/1/2016,0,1,113896,24297,56821
91331,9/1/2016,0,1,125913,24297,56821
91331,10/1/2016,0,1,134959,24297,56821
91331,11/1/2016,0,1,126638,24297,56821
91331,12/1/2016,0,1,165908,24297,56821
91343,1/1/2015,0,0,101810,29526,37431
91343,2/1/2015,0,0,96759,29526,37431
91343,3/1/2015,0,0,97478,29526,37431
91343,4/1/2015,0,0,88194,29526,37431
91343,5/1/2015,0,0,99743,29526,37431
91343,6/1/2015,0,0,93344,29526,37431
91343,7/1/2015,0,0,106131,29526,37431
91343,8/1/2015,0,0,102915,29526,37431
91343,9/1/2015,0,0,101313,29526,37431
91343,10/1/2015,0,0,87907,29526,37431
91343,11/1/2015,0,0,96759,29526,37431
91343,12/1/2015,0,0,105965,29526,37431
91343,1/1/2016,0,0,103943,29526,37431
91343,2/1/2016,0,0,99699,29526,37431
91343,3/1/2016,0,0,103446,29526,37431
91343,4/1/2016,0,0,112729,29526,37431
91343,5/1/2016,0,0,124079,29526,37431
91343,6/1/2016,0,0,100174,29526,37431
91343,7/1/2016,0,0,107225,29526,37431
91343,8/1/2016,0,0,91731,29526,37431
91343,9/1/2016,0,0,113856,29526,37431
91343,10/1/2016,0,0,116089,29526,37431
91343,11/1/2016,0,0,118056,29526,37431
91343,12/1/2016,0,0,102119,29526,37431
91344,1/1/2015,0,1,174796,43143,36402
91344,2/1/2015,0,1,139424,43143,36402
91344,3/1/2015,0,1,161604,43143,36402
91344,4/1/2015,0,1,135500,43143,36402
91344,5/1/2015,0,1,139276,43143,36402
91344,6/1/2015,0,1,164638,43143,36402
91344,7/1/2015,0,1,152633,43143,36402
91344,8/1/2015,0,1,146927,43143,36402
91344,9/1/2015,0,1,158223,43143,36402
91344,10/1/2015,0,1,180073,43143,36402
91344,11/1/2015,0,1,130899,43143,36402
91344,12/1/2015,0,1,138913,43143,36402
91344,1/1/2016,0,1,161620,43143,36402
91344,2/1/2016,0,1,186932,43143,36402
91344,3/1/2016,0,1,177764,43143,36402
91344,4/1/2016,0,1,137924,43143,36402
91344,5/1/2016,0,1,188647,43143,36402
91344,6/1/2016,0,1,171151,43143,36402
91344,7/1/2016,0,1,174680,43143,36402
91344,8/1/2016,0,1,166452,43143,36402
91344,9/1/2016,0,1,143959,43143,36402
91344,10/1/2016,0,1,134560,43143,36402
91344,11/1/2016,0,1,181656,43143,36402
91344,12/1/2016,0,1,144371,43143,36402
91402,1/1/2015,0,0,73778,21543,41481
91402,2/1/2015,0,0,75279,21543,41481
91402,3/1/2015,0,0,75065,21543,41481
91402,4/1/2015,0,0,90203,21543,41481
91402,5/1/2015,0,0,95350,21543,41481
91402,6/1/2015,0,0,78013,21543,41481
91402,7/1/2015,0,0,75958,21543,41481
91402,8/1/2015,0,0,72920,21543,41481
91402,9/1/2015,0,0,76083,21543,41481
91402,10/1/2015,0,0,94796,21543,41481
91402,11/1/2015,0,0,78237,21543,41481
91402,12/1/2015,0,0,94367,21543,41481
91402,1/1/2016,0,0,76208,21543,41481
91402,2/1/2016,0,0,91150,21543,41481
91402,3/1/2016,0,0,74636,21543,41481
91402,4/1/2016,0,0,92749,21543,41481
91402,5/1/2016,0,0,80426,21543,41481
91402,6/1/2016,0,0,91793,21543,41481
91402,7/1/2016,0,0,78389,21543,41481
91402,8/1/2016,0,0,99443,21543,41481
91402,9/1/2016,0,0,81499,21543,41481
91402,10/1/2016,0,0,82035,21543,41481
91402,11/1/2016,0,0,75065,21543,41481
91402,12/1/2016,0,0,90077,21543,41481
91406,1/1/2015,0,1,111608,30454,34626
91406,2/1/2015,0,1,88069,30454,34626
91406,3/1/2015,0,1,118606,30454,34626
91406,4/1/2015,0,1,100979,30454,34626
91406,5/1/2015,0,1,112904,30454,34626
91406,6/1/2015,0,1,93616,30454,34626
91406,7/1/2015,0,1,111830,30454,34626
91406,8/1/2015,0,1,108508,30454,34626
91406,9/1/2015,0,1,108121,30454,34626
91406,10/1/2015,0,1,90350,30454,34626
91406,11/1/2015,0,1,109593,30454,34626
91406,12/1/2015,0,1,110623,30454,34626
91406,1/1/2016,0,1,125515,30454,34626
91406,2/1/2016,0,1,118385,30454,34626
91406,3/1/2016,0,1,115705,30454,34626
91406,4/1/2016,0,1,106061,30454,34626
91406,5/1/2016,0,1,115705,30454,34626
91406,6/1/2016,0,1,88224,30454,34626
91406,7/1/2016,0,1,92376,30454,34626
91406,8/1/2016,0,1,110711,30454,34626
91406,9/1/2016,0,1,114066,30454,34626
91406,10/1/2016,0,1,99827,30454,34626
91406,11/1/2016,0,1,99827,30454,34626
91406,12/1/2016,0,1,100359,30454,34626
91605,1/1/2015,0,0,77884,25621,35163
91605,2/1/2015,0,0,94650,25621,35163
91605,3/1/2015,0,0,81659,25621,35163
91605,4/1/2015,0,0,83514,25621,35163
91605,5/1/2015,0,0,93289,25621,35163
91605,6/1/2015,0,0,82298,25621,35163
91605,7/1/2015,0,0,79568,25621,35163
91605,8/1/2015,0,0,73136,25621,35163
91605,9/1/2015,0,0,92812,25621,35163
91605,10/1/2015,0,0,99325,25621,35163
91605,11/1/2015,0,0,86515,25621,35163
91605,12/1/2015,0,0,75316,25621,35163
91605,1/1/2016,0,0,77947,25621,35163
91605,2/1/2016,0,0,72974,25621,35163
91605,3/1/2016,0,0,72244,25621,35163
91605,4/1/2016,0,0,79947,25621,35163
91605,5/1/2016,0,0,72073,25621,35163
91605,6/1/2016,0,0,90722,25621,35163
91605,7/1/2016,0,0,94271,25621,35163
91605,8/1/2016,0,0,76028,25621,35163
91605,9/1/2016,0,0,78704,25621,35163
91605,10/1/2016,0,0,83875,25621,35163
91605,11/1/2016,0,0,72649,25621,35163
91605,12/1/2016,0,0,91893,25621,35163
91606,1/1/2015,0,0,68319,26073,30726
91606,2/1/2015,0,0,81650,26073,30726
91606,3/1/2015,0,0,84702,26073,30726
91606,4/1/2015,0,0,67294,26073,30726
91606,5/1/2015,0,0,73703,26073,30726
91606,6/1/2015,0,0,70715,26073,30726
91606,7/1/2015,0,0,76867,26073,30726
91606,8/1/2015,0,0,84117,26073,30726
91606,9/1/2015,0,0,71300,26073,30726
91606,10/1/2015,0,0,68496,26073,30726
91606,11/1/2015,0,0,80897,26073,30726
91606,12/1/2015,0,0,70819,26073,30726
91606,1/1/2016,0,0,72269,26073,30726
91606,2/1/2016,0,0,69217,26073,30726
91606,3/1/2016,0,0,65692,26073,30726
91606,4/1/2016,0,0,75706,26073,30726
91606,5/1/2016,0,0,84069,26073,30726
91606,6/1/2016,0,0,87242,26073,30726
91606,7/1/2016,0,0,76907,26073,30726
91606,8/1/2016,0,0,91648,26073,30726
91606,9/1/2016,0,0,81714,26073,30726
91606,10/1/2016,0,0,75994,26073,30726
91606,11/1/2016,0,0,80112,26073,30726
91606,12/1/2016,0,0,81650,26073,30726
91706,1/1/2015,0,1,109529,26607,45350
91706,2/1/2015,0,1,121476,26607,45350
91706,3/1/2015,0,1,110606,26607,45350
91706,4/1/2015,0,1,131194,26607,45350
91706,5/1/2015,0,1,122768,26607,45350
91706,6/1/2015,0,1,131802,26607,45350
91706,7/1/2015,0,1,135185,26607,45350
91706,8/1/2015,0,1,133031,26607,45350
91706,9/1/2015,0,1,117726,26607,45350
91706,10/1/2015,0,1,106425,26607,45350
91706,11/1/2015,0,1,127887,26607,45350
91706,12/1/2015,0,1,130497,26607,45350
91706,1/1/2016,0,1,126645,26607,45350
91706,2/1/2016,0,1,109123,26607,45350
91706,3/1/2016,0,1,129128,26607,45350
91706,4/1/2016,0,1,110682,26607,45350
91706,5/1/2016,0,1,127887,26607,45350
91706,6/1/2016,0,1,127963,26607,45350
91706,7/1/2016,0,1,105411,26607,45350
91706,8/1/2016,0,1,109529,26607,45350
91706,9/1/2016,0,1,107755,26607,45350
91706,10/1/2016,0,1,106919,26607,45350
91706,11/1/2016,0,1,139632,26607,45350
91706,12/1/2016,0,1,119195,26607,45350
91709,1/1/2015,0,0,247174,53812,47373
91709,2/1/2015,0,0,257320,53812,47373
91709,3/1/2015,0,0,262622,53812,47373
91709,4/1/2015,0,0,273023,53812,47373
91709,5/1/2015,0,0,217042,53812,47373
91709,6/1/2015,0,0,219489,53812,47373
91709,7/1/2015,0,0,211994,53812,47373
91709,8/1/2015,0,0,278071,53812,47373
91709,9/1/2015,0,0,260048,53812,47373
91709,10/1/2015,0,0,234020,53812,47373
91709,11/1/2015,0,0,244599,53812,47373
91709,12/1/2015,0,0,244727,53812,47373
91709,1/1/2016,0,0,225021,53812,47373
91709,2/1/2016,0,0,205851,53812,47373
91709,3/1/2016,0,0,270448,53812,47373
91709,4/1/2016,0,0,246817,53812,47373
91709,5/1/2016,0,0,238608,53812,47373
91709,6/1/2016,0,0,283424,53812,47373
91709,7/1/2016,0,0,273074,53812,47373
91709,8/1/2016,0,0,263973,53812,47373
91709,9/1/2016,0,0,202358,53812,47373
91709,10/1/2016,0,0,254822,53812,47373
91709,11/1/2016,0,0,242177,53812,47373
91709,12/1/2016,0,0,275623,53812,47373
91710,1/1/2015,0,1,222830,37946,51827
91710,2/1/2015,0,1,197575,37946,51827
91710,3/1/2015,0,1,166849,37946,51827
91710,4/1/2015,0,1,220785,37946,51827
91710,5/1/2015,0,1,212608,37946,51827
91710,6/1/2015,0,1,178516,37946,51827
91710,7/1/2015,0,1,176554,37946,51827
91710,8/1/2015,0,1,192041,37946,51827
91710,9/1/2015,0,1,204183,37946,51827
91710,10/1/2015,0,1,174035,37946,51827
91710,11/1/2015,0,1,204183,37946,51827
91710,12/1/2015,0,1,214818,37946,51827
91710,1/1/2016,0,1,182377,37946,51827
91710,2/1/2016,0,1,206310,37946,51827
91710,3/1/2016,0,1,190802,37946,51827
91710,4/1/2016,0,1,216903,37946,51827
91710,5/1/2016,0,1,202304,37946,51827
91710,6/1/2016,0,1,191133,37946,51827
91710,7/1/2016,0,1,192165,37946,51827
91710,8/1/2016,0,1,200218,37946,51827
91710,9/1/2016,0,1,182914,37946,51827
91710,10/1/2016,0,1,180106,37946,51827
91710,11/1/2016,0,1,178268,37946,51827
91710,12/1/2016,0,1,167964,37946,51827
91732,1/1/2015,0,0,88730,24807,38031
91732,2/1/2015,0,0,80041,24807,38031
91732,3/1/2015,0,0,95268,24807,38031
91732,4/1/2015,0,0,86938,24807,38031
91732,5/1/2015,0,0,103778,24807,38031
91732,6/1/2015,0,0,81947,24807,38031
91732,7/1/2015,0,0,85853,24807,38031
91732,8/1/2015,0,0,84909,24807,38031
91732,9/1/2015,0,0,87796,24807,38031
91732,10/1/2015,0,0,102834,24807,38031
91732,11/1/2015,0,0,102910,24807,38031
91732,12/1/2015,0,0,86485,24807,38031
91732,1/1/2016,0,0,76588,24807,38031
91732,2/1/2016,0,0,96910,24807,38031
91732,3/1/2016,0,0,97174,24807,38031
91732,4/1/2016,0,0,83569,24807,38031
91732,5/1/2016,0,0,77079,24807,38031
91732,6/1/2016,0,0,95287,24807,38031
91732,7/1/2016,0,0,104816,24807,38031
91732,8/1/2016,0,0,99098,24807,38031
91732,9/1/2016,0,0,95004,24807,38031
91732,10/1/2016,0,0,105995,24807,38031
91732,11/1/2016,0,0,97919,24807,38031
91732,12/1/2016,0,0,75814,24807,38031
91744,1/1/2015,0,1,118880,26640,49121
91744,2/1/2015,0,1,143777,26640,49121
91744,3/1/2015,0,1,113796,26640,49121
91744,4/1/2015,0,1,147157,26640,49121
91744,5/1/2015,0,1,149960,26640,49121
91744,6/1/2015,0,1,149960,26640,49121
91744,7/1/2015,0,1,149960,26640,49121
91744,8/1/2015,0,1,145274,26640,49121
91744,9/1/2015,0,1,141276,26640,49121
91744,10/1/2015,0,1,121188,26640,49121
91744,11/1/2015,0,1,108341,26640,49121
91744,12/1/2015,0,1,124733,26640,49121
91744,1/1/2016,0,1,111762,26640,49121
91744,2/1/2016,0,1,145769,26640,49121
91744,3/1/2016,0,1,134172,26640,49121
91744,4/1/2016,0,1,144189,26640,49121
91744,5/1/2016,0,1,112119,26640,49121
91744,6/1/2016,0,1,130586,26640,49121
91744,7/1/2016,0,1,155813,26640,49121
91744,8/1/2016,0,1,132894,26640,49121
91744,9/1/2016,0,1,147184,26640,49121
91744,10/1/2016,0,1,135862,26640,49121
91744,11/1/2016,0,1,109921,26640,49121
91744,12/1/2016,0,1,137346,26640,49121
91745,1/1/2015,1,1,157441,40491,38964
91745,2/1/2015,1,1,175332,40491,38964
91745,3/1/2015,1,1,140544,40491,38964
91745,4/1/2015,1,1,170462,40491,38964
91745,5/1/2015,1,1,172334,40491,38964
91745,6/1/2015,1,1,139798,40491,38964
91745,7/1/2015,1,1,174934,40491,38964
91745,8/1/2015,1,1,177419,40491,38964
91745,9/1/2015,1,1,139550,40491,38964
91745,10/1/2015,1,1,136369,40491,38964
91745,11/1/2015,1,1,157441,40491,38964
91745,12/1/2015,1,1,147849,40491,38964
91745,1/1/2016,1,1,145331,40491,38964
91745,2/1/2016,1,1,176781,40491,38964
91745,3/1/2016,1,1,166786,40491,38964
91745,4/1/2016,1,1,180448,40491,38964
91745,5/1/2016,1,1,190839,40491,38964
91745,6/1/2016,1,1,152222,40491,38964
91745,7/1/2016,1,1,161476,40491,38964
91745,8/1/2016,1,1,163481,40491,38964
91745,9/1/2016,1,1,161640,40491,38964
91745,10/1/2016,1,1,125447,40491,38964
91745,11/1/2016,1,1,142228,40491,38964
91745,12/1/2016,1,1,173406,40491,38964
91761,1/1/2015,0,0,126851,31165,35564
91761,2/1/2015,0,0,108619,31165,35564
91761,3/1/2015,0,0,116421,31165,35564
91761,4/1/2015,0,0,87394,31165,35564
91761,5/1/2015,0,0,115213,31165,35564
91761,6/1/2015,0,0,89976,31165,35564
91761,7/1/2015,0,0,99929,31165,35564
91761,8/1/2015,0,0,118705,31165,35564
91761,9/1/2015,0,0,107399,31165,35564
91761,10/1/2015,0,0,108530,31165,35564
91761,11/1/2015,0,0,95817,31165,35564
91761,12/1/2015,0,0,95673,31165,35564
